carrier,report_year,report_period,ml_ex_ind,scheduled_flights,cnxl_flt,dep0_cnt,new_dep0_cnt,arr0_cnt,star_sch_flt_count,star_d00_count,controllable_cancels,scheduled_flights_lw,cnxl_flt_lw,dep0_cnt_lw,new_dep0_cnt_lw,arr0_cnt_lw,star_sch_flt_count_lw,star_d00_count_lw,controllable_cancels_lw,scheduled_flights_lwminus1,cnxl_flt_lwminus1,dep0_cnt_lwminus1,new_dep0_cnt_lwminus1,arr0_cnt_lwminus1,dep_cnt,arr_cnt,dep_cnt_lw,arr_cnt_lw
UA,2025,LW,Express,25811,1735,16710,17366,14707,4080,3437,1,11899,1602,6756,7023,5896,1828,1457,0,15970,269,11187,11635,9863,25811,25805,11899,11896
