express partner,flight num,dep stn,arrv stn,cancel description,a/c type,nose,pbt,sch dep time (local),time cancel (local),hh:mm cnxl (before)/after sch dep time,ex sec
YX-Republic,3424,STL,EWR,XE - ATC STAFFING,ERJ-175,0785,76,2025-11-09 18:01:00,2025-11-09 07:48:10.983,(10:12),  
YX-Republic,3424,STL,EWR,XE - ATC STAFFING,ERJ-175,0760,63,2025-11-10 17:31:00,2025-11-10 18:43:26.918,01:12,  
YX-Republic,3425,BNA,ORD,XF - EXTREME WEATHER,ERJ-175,0756,60,2025-11-09 18:21:00,2025-11-09 12:56:14.751,(05:24),  
YX-Republic,3425,BNA,ORD,XE - ATC STAFFING,ERJ-175,0779,66,2025-11-10 18:21:00,2025-11-10 12:58:40.144,(05:22),  
YX-Republic,3428,CLE,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0758,59,2025-11-07 19:28:00,2025-11-06 14:49:00.000,(2 04:),  
YX-Republic,3428,CLE,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0757,21,2025-11-08 19:28:00,2025-11-06 14:55:14.733,(3 04:),  
YX-Republic,3428,CLE,ORD,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0770,31,2025-11-09 19:28:00,2025-11-09 13:58:47.975,(05:29),  
YX-Republic,3428,CLE,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,32,2025-11-10 19:28:00,2025-11-07 15:31:00.000,(4 03:),  
YX-Republic,3428,CLE,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,24,2025-11-11 19:28:00,2025-11-07 15:30:00.000,(5 03:),  
YX-Republic,3428,CLE,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,56,2025-11-12 19:28:00,2025-11-09 13:32:11.053,(4 05:),  
YX-Republic,3429,ORD,CVG,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0747,51,2025-11-07 09:10:00,2025-11-06 13:47:00.000,(19:23),  
YX-Republic,3432,STL,EWR,XE - ATC STAFFING,ERJ-175,0721,49,2025-11-11 07:00:00,2025-11-10 18:21:42.899,(12:38),  
YX-Republic,3433,EWR,YHZ,XE - ATC STAFFING,ERJ-175,0733,42,2025-11-08 20:50:00,2025-11-08 16:25:20.985,(04:24),  
YX-Republic,3433,CLE,EWR,XE - ATC STAFFING,ERJ-175,0768,72,2025-11-09 16:32:00,2025-11-09 15:29:59.663,(01:02),  
YX-Republic,3433,EWR,YHZ,XE - ATC STAFFING,ERJ-175,0733,48,2025-11-09 20:50:00,2025-11-09 10:29:23.089,(10:20),  
YX-Republic,3433,EWR,YHZ,XE - ATC STAFFING,ERJ-175,0767,70,2025-11-10 20:50:00,2025-11-10 18:51:47.086,(01:58),  
YX-Republic,3434,EWR,YYZ,XE - ATC STAFFING,ERJ-175,0731,37,2025-11-08 19:29:00,2025-11-08 16:31:42.997,(02:57),  
YX-Republic,3434,EWR,YYZ,XE - ATC STAFFING,ERJ-175,0768,76,2025-11-09 19:29:00,2025-11-09 15:30:04.899,(03:58),  
YX-Republic,3434,EWR,YYZ,XE - ATC STAFFING,ERJ-175,0768,73,2025-11-10 19:29:00,2025-11-10 15:37:34.987,(03:51),  
YX-Republic,3435,YYZ,EWR,XE - ATC STAFFING,ERJ-175,0748,65,2025-11-11 07:30:00,2025-11-10 15:38:01.120,(15:51),  
YX-Republic,3436,EWR,MCI,XE - ATC STAFFING,ERJ-175,0743,66,2025-11-09 13:50:00,2025-11-09 15:55:47.992,02:05,  
YX-Republic,3437,EWR,DTW,XE - ATC STAFFING,ERJ-175,0771,75,2025-11-09 16:00:00,2025-11-09 10:51:14.989,(05:08),  
YX-Republic,3438,ORD,CLE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0758,52,2025-11-07 15:55:00,2025-11-06 13:49:00.000,(2 02:),  
YX-Republic,3438,ORD,CLE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0757,67,2025-11-08 15:55:00,2025-11-06 13:55:14.679,(3 01:),  
YX-Republic,3438,ORD,CLE,XE - ATC STAFFING,ERJ-175,0770,72,2025-11-09 15:55:00,2025-11-09 17:20:32.125,01:25,  
YX-Republic,3438,ORD,CLE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,68,2025-11-10 15:55:00,2025-11-07 14:31:00.000,(4 01:),  
YX-Republic,3438,ORD,CLE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,62,2025-11-11 15:55:00,2025-11-07 14:30:00.000,(5 01:),  
YX-Republic,3438,ORD,CLE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,68,2025-11-12 15:55:00,2025-11-09 12:32:05.958,(4 03:),  
YX-Republic,3439,CLT,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0723,44,2025-11-07 10:00:00,2025-11-06 14:46:00.000,(19:14),  
YX-Republic,3439,CLT,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,72,2025-11-09 10:00:00,2025-11-06 17:02:05.816,(3 16:),  
YX-Republic,3440,ORD,YYZ,XF - EXTREME WEATHER,ERJ-175,0731,65,2025-11-10 07:10:00,2025-11-09 10:40:44.889,(20:29),  
YX-Republic,3441,CLE,ORD,XF - EXTREME WEATHER,ERJ-175,0774,57,2025-11-10 06:00:00,2025-11-09 19:41:53.080,(10:18),  
YX-Republic,3442,CLT,EWR,XE - ATC STAFFING,ERJ-175,0726,77,2025-11-09 13:56:00,2025-11-09 10:08:12.740,(03:47),  
YX-Republic,3447,EWR,PIT,XE - ATC STAFFING,ERJ-175,0758,59,2025-11-08 16:05:00,2025-11-08 16:48:31.905,00:43,  
YX-Republic,3447,EWR,PIT,XE - ATC STAFFING,ERJ-175,0724,75,2025-11-09 17:29:00,2025-11-09 10:29:17.909,(06:59),  
YX-Republic,3448,MYR,EWR,XE - ATC STAFFING,ERJ-175,0758,65,2025-11-08 12:50:00,2025-11-08 16:48:42.121,03:58,  
YX-Republic,3448,PIT,EWR,XE - ATC STAFFING,ERJ-175,0723,70,2025-11-09 11:52:00,2025-11-09 10:10:55.119,(01:41),  
YX-Republic,3449,MCI,EWR,XE - ATC STAFFING,ERJ-175,0758,76,2025-11-10 06:05:00,2025-11-09 22:07:21.661,(07:57),  
YX-Republic,3450,CLT,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-170,0648,58,2025-11-07 06:40:00,2025-11-06 14:46:44.741,(15:53),  
YX-Republic,3450,CLT,ORD,XE - ATC STAFFING,ERJ-170,0640,62,2025-11-10 06:40:00,2025-11-09 21:35:41.129,(09:04),  
YX-Republic,3450,CLT,ORD,XE - ATC STAFFING,ERJ-175,0786,69,2025-11-11 06:40:00,2025-11-11 00:01:48.705,(06:38),  
YX-Republic,3451,ORD,GRB,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,51,2025-11-11 13:55:00,2025-11-07 14:32:52.713,(4 23:),  
YX-Republic,3452,CVG,IAD,XF - EXTREME WEATHER,ERJ-175,0767,67,2025-11-10 10:15:00,2025-11-09 19:23:03.955,(14:51),  
YX-Republic,3453,IAD,YYZ,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0748,76,2025-11-10 17:15:00,2025-11-10 11:57:19.905,(05:17),  
YX-Republic,3455,SRQ,EWR,XE - ATC STAFFING,ERJ-175,0729,76,2025-11-09 17:52:00,2025-11-09 10:22:26.730,(07:29),  
YX-Republic,3460,ORD,GSP,XE - ATC STAFFING,ERJ-175,0741,76,2025-11-10 17:50:00,2025-11-10 12:51:16.000,(04:58),  
YX-Republic,3464,ORD,PIT,XE - ATC STAFFING,ERJ-175,0747,66,2025-11-09 21:11:00,2025-11-09 16:29:36.727,(04:41),  
YX-Republic,3464,ORD,PIT,XE - ATC STAFFING,ERJ-175,0774,50,2025-11-10 21:11:00,2025-11-10 21:47:48.914,00:36,  
YX-Republic,3466,YYZ,IAD,XE - ATC STAFFING,ERJ-175,0723,68,2025-11-09 19:40:00,2025-11-09 15:29:33.196,(04:10),  
YX-Republic,3466,YYZ,IAD,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0748,69,2025-11-10 19:40:00,2025-11-10 11:57:25.038,(07:42),  
YX-Republic,3467,IND,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-170,0000,38,2025-11-10 17:44:00,2025-11-07 15:31:00.000,(4 02:),  
YX-Republic,3467,IND,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-170,0000,56,2025-11-12 17:44:00,2025-11-09 13:32:32.017,(4 04:),  
YX-Republic,3468,EWR,STL,XE - ATC STAFFING,ERJ-175,0750,70,2025-11-09 21:46:00,2025-11-09 14:42:00.694,(07:04),  
YX-Republic,3468,EWR,STL,XE - ATC STAFFING,ERJ-175,0727,70,2025-11-10 21:47:00,2025-11-10 19:21:37.251,(02:25),  
YX-Republic,3469,IND,EWR,XE - ATC STAFFING,ERJ-175,0731,73,2025-11-08 15:24:00,2025-11-08 16:31:36.898,01:07,  
YX-Republic,3469,IND,EWR,XE - ATC STAFFING,ERJ-175,0787,74,2025-11-09 15:24:00,2025-11-09 09:32:35.730,(05:51),  
YX-Republic,3470,ORD,MKE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,70,2025-11-10 12:59:00,2025-11-07 14:30:00.000,(3 22:),  
YX-Republic,3471,YHZ,EWR,XE - ATC STAFFING,ERJ-175,0751,75,2025-11-08 15:15:00,2025-11-08 14:11:03.965,(01:03),  
YX-Republic,3471,YHZ,EWR,XE - ATC STAFFING,ERJ-175,0724,77,2025-11-09 15:15:00,2025-11-09 11:29:12.761,(03:45),  
YX-Republic,3472,ORD,GRB,XE - ATC STAFFING,ERJ-175,0749,70,2025-11-10 20:20:00,2025-11-10 12:54:10.709,(07:25),  
YX-Republic,3473,BNA,ORD,XE - ATC STAFFING,ERJ-175,0785,76,2025-11-10 15:12:00,2025-11-10 13:07:07.206,(02:04),  
YX-Republic,3473,BNA,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,61,2025-11-11 15:12:00,2025-11-07 14:31:23.941,(5 00:),  
YX-Republic,3474,ORD,MKE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,52,2025-11-11 14:05:00,2025-11-07 14:31:49.938,(4 23:),  
YX-Republic,3475,ORD,BNA,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,75,2025-11-10 08:50:00,2025-11-07 14:30:00.000,(3 18:),  
YX-Republic,3475,ORD,GSP,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,37,2025-11-12 08:48:00,2025-11-09 12:34:51.225,(3 20:),  
YX-Republic,3479,IND,ORD,XF - EXTREME WEATHER,ERJ-175,0767,44,2025-11-10 06:00:00,2025-11-09 19:38:18.242,(10:21),  
YX-Republic,3480,CMH,EWR,XE - ATC STAFFING,ERJ-175,0775,70,2025-11-08 11:38:00,2025-11-08 18:23:42.031,06:45,  
YX-Republic,3480,CMH,EWR,XE - ATC STAFFING,ERJ-175,0728,75,2025-11-09 11:42:00,2025-11-09 10:38:09.139,(01:03),  
YX-Republic,3480,EWR,ORF,XE - ATC STAFFING,ERJ-175,0755,69,2025-11-09 15:00:00,2025-11-09 08:51:07.692,(06:08),  
YX-Republic,3480,EWR,ORF,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,63,2025-11-10 15:06:00,2025-11-07 15:28:00.000,(3 23:),  
YX-Republic,3481,EWR,CMH,XE - ATC STAFFING,ERJ-175,0741,58,2025-11-08 18:15:00,2025-11-08 16:33:06.143,(01:41),  
YX-Republic,3481,EWR,CMH,XE - ATC STAFFING,ERJ-175,0780,54,2025-11-09 18:54:00,2025-11-09 08:52:32.076,(10:01),  
YX-Republic,3482,YHZ,EWR,XE - ATC STAFFING,ERJ-175,0776,72,2025-11-09 07:00:00,2025-11-08 17:25:26.070,(13:34),  
YX-Republic,3482,YHZ,EWR,XE - ATC STAFFING,ERJ-175,0755,77,2025-11-11 07:00:00,2025-11-10 19:51:52.673,(11:08),  
YX-Republic,3484,EWR,IND,XE - ATC STAFFING,ERJ-175,0773,73,2025-11-09 18:00:00,2025-11-09 16:38:12.676,(01:21),  
YX-Republic,3486,YUL,EWR,XE - ATC STAFFING,ERJ-175,0754,72,2025-11-11 07:00:00,2025-11-10 21:23:58.098,(09:36),  
YX-Republic,3487,BOS,EWR,XE - ATC STAFFING,ERJ-175,0754,65,2025-11-08 18:22:00,2025-11-08 13:07:07.091,(05:14),  
YX-Republic,3487,CVG,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-170,0000,48,2025-11-10 14:56:00,2025-11-07 15:27:49.996,(3 23:),  
YX-Republic,3488,IAD,ORF,XE - ATC STAFFING,ERJ-175,0779,73,2025-11-08 22:30:00,2025-11-08 20:37:12.910,(01:52),  
YX-Republic,3488,CVG,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,60,2025-11-09 19:40:00,2025-11-06 17:01:34.002,(4 02:),  
YX-Republic,3488,IAD,ORF,XE - ATC STAFFING,ERJ-175,0642,68,2025-11-09 22:30:00,2025-11-09 21:07:12.732,(01:22),  
YX-Republic,3488,CVG,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,27,2025-11-11 19:40:00,2025-11-07 15:34:24.020,(5 04:),  
YX-Republic,3491,IAD,PWM,XE - ATC STAFFING,ERJ-175,0742,58,2025-11-10 08:20:00,2025-11-09 16:59:11.919,(15:20),  
YX-Republic,3492,SYR,EWR,XE - ATC STAFFING,ERJ-175,0772,69,2025-11-08 13:05:00,2025-11-08 17:02:29.005,03:57,  
YX-Republic,3492,SYR,EWR,XE - ATC STAFFING,ERJ-175,0768,64,2025-11-09 11:35:00,2025-11-09 14:29:27.899,02:54,  
YX-Republic,3492,SYR,EWR,XF - EXTREME WEATHER,ERJ-175,0774,51,2025-11-10 11:34:00,2025-11-09 19:41:59.735,(15:52),  
YX-Republic,3492,EWR,CMH,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,58,2025-11-10 15:30:00,2025-11-07 15:28:00.000,(4 00:),  
YX-Republic,3494,EWR,CLE,XE - ATC STAFFING,ERJ-175,0724,63,2025-11-08 13:45:00,2025-11-08 13:04:00.971,(00:41),  
YX-Republic,3494,PHL,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-170,0000,36,2025-11-11 10:34:00,2025-11-07 15:33:55.899,(4 19:),  
YX-Republic,3495,ORD,STL,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,54,2025-11-12 12:59:00,2025-11-09 12:32:59.051,(4 00:),  
YX-Republic,3496,DCA,ORD,XE - ATC STAFFING,ERJ-175,0722,39,2025-11-10 07:30:00,2025-11-10 00:32:22.124,(06:57),  
YX-Republic,3496,DCA,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,23,2025-11-12 07:30:00,2025-11-09 13:31:34.049,(3 17:),  
YX-Republic,3497,IAD,LGA,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0729,68,2025-11-07 17:10:00,2025-11-06 14:44:00.000,(2 02:),  
YX-Republic,3497,IAD,LGA,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0763,61,2025-11-08 17:10:00,2025-11-06 14:51:41.036,(3 02:),  
YX-Republic,3497,IAD,LGA,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,67,2025-11-09 17:10:00,2025-11-06 17:00:50.958,(4 00:),  
YX-Republic,3497,IAD,LGA,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,67,2025-11-10 17:10:00,2025-11-07 15:28:01.119,(4 01:),  
YX-Republic,3497,IAD,LGA,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,60,2025-11-11 17:10:00,2025-11-07 15:33:19.029,(5 01:),  
YX-Republic,3500,EWR,YOW,XE - ATC STAFFING,ERJ-175,0783,75,2025-11-09 15:00:00,2025-11-09 18:38:59.005,03:38,  
YX-Republic,3501,EWR,YQB,XE - ATC STAFFING,ERJ-175,0723,26,2025-11-09 14:08:00,2025-11-09 08:47:17.754,(05:20),  
YX-Republic,3502,IAD,CLT,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-170,0639,57,2025-11-08 17:17:00,2025-11-06 14:51:56.680,(3 02:),  
YX-Republic,3502,ORD,ROC,XF - EXTREME WEATHER,ERJ-175,0753,51,2025-11-10 07:10:00,2025-11-09 18:21:57.897,(12:48),  
YX-Republic,3503,CLE,ORD,XE - ATC STAFFING,ERJ-175,0770,73,2025-11-10 16:06:00,2025-11-10 17:31:46.087,01:25,  
YX-Republic,3504,DCA,ORD,XE - ATC STAFFING,ERJ-175,0766,74,2025-11-09 19:00:00,2025-11-09 17:35:31.114,(01:24),  
YX-Republic,3504,DCA,ORD,XE - ATC STAFFING,ERJ-175,0784,37,2025-11-10 19:00:00,2025-11-10 14:04:44.040,(04:55),  
YX-Republic,3505,DSM,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0758,53,2025-11-07 13:05:00,2025-11-06 13:49:00.000,(23:16),  
YX-Republic,3505,DSM,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0749,34,2025-11-08 13:05:00,2025-11-06 13:54:47.083,(2 23:),  
YX-Republic,3505,DSM,ORD,XE - ATC STAFFING,ERJ-175,0728,26,2025-11-10 13:05:00,2025-11-10 12:42:36.005,(00:22),  
YX-Republic,3505,DSM,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,59,2025-11-12 13:05:00,2025-11-09 12:33:24.397,(4 00:),  
YX-Republic,3506,EWR,YOW,XE - ATC STAFFING,ERJ-175,0786,49,2025-11-08 20:10:00,2025-11-08 14:25:33.727,(05:44),  
YX-Republic,3506,EWR,YOW,XE - ATC STAFFING,ERJ-175,0721,66,2025-11-09 20:10:00,2025-11-09 10:35:12.948,(09:34),  
YX-Republic,3506,EWR,YOW,XE - ATC STAFFING,ERJ-175,0744,64,2025-11-10 20:10:00,2025-11-10 19:55:50.636,(00:14),  
YX-Republic,3507,ORD,PWM,XE - ATC STAFFING,ERJ-175,0745,81,2025-11-09 18:15:00,2025-11-09 18:01:36.028,(00:13),  
YX-Republic,3507,ORD,PWM,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0771,75,2025-11-10 18:15:00,2025-11-10 12:11:38.657,(06:03),  
YX-Republic,3508,GRR,EWR,XE - ATC STAFFING,ERJ-175,0767,67,2025-11-08 13:25:00,2025-11-08 13:22:56.115,(00:02),  
YX-Republic,3508,GRR,EWR,XE - ATC STAFFING,ERJ-175,0749,76,2025-11-09 13:25:00,2025-11-09 09:18:42.909,(04:06),  
YX-Republic,3510,MKE,EWR,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0721,43,2025-11-08 17:45:00,2025-11-08 12:01:53.823,(05:43),  
YX-Republic,3510,MKE,EWR,XE - ATC STAFFING,ERJ-175,0721,73,2025-11-09 17:45:00,2025-11-09 07:57:39.911,(09:47),  
YX-Republic,3510,MKE,EWR,XE - ATC STAFFING,ERJ-175,0721,75,2025-11-10 17:51:00,2025-11-10 19:02:42.985,01:11,  
YX-Republic,3511,YYZ,EWR,XE - ATC STAFFING,ERJ-175,0741,38,2025-11-11 09:30:00,2025-11-10 15:37:50.886,(17:52),  
YX-Republic,3512,EWR,BNA,XE - ATC STAFFING,ERJ-175,0750,76,2025-11-09 13:45:00,2025-11-09 08:46:20.072,(04:58),  
YX-Republic,3512,EWR,BNA,XE - ATC STAFFING,ERJ-175,0760,48,2025-11-11 13:47:00,2025-11-10 19:45:58.665,(18:01),  
YX-Republic,3512,EWR,BNA,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,62,2025-11-12 12:15:00,2025-11-09 13:37:45.691,(3 22:),  
YX-Republic,3514,DTW,ORD,XE - ATC STAFFING,ERJ-175,0757,53,2025-11-10 16:15:00,2025-11-10 14:02:04.988,(02:12),  
YX-Republic,3514,IAD,BUF,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,39,2025-11-12 08:25:00,2025-11-09 13:39:16.717,(3 18:),  
YX-Republic,3515,IAD,YYZ,XE - ATC STAFFING,ERJ-175,0748,65,2025-11-10 22:11:00,2025-11-10 15:37:18.105,(06:33),  
YX-Republic,3516,EWR,CLE,XE - ATC STAFFING,ERJ-175,0768,68,2025-11-09 14:00:00,2025-11-09 14:29:33.011,00:29,  
YX-Republic,3518,EWR,BNA,XE - ATC STAFFING,ERJ-175,0726,76,2025-11-09 16:59:00,2025-11-09 08:50:18.107,(08:08),  
YX-Republic,3519,BNA,EWR,XE - ATC STAFFING,ERJ-175,0750,76,2025-11-09 16:02:00,2025-11-09 07:46:25.662,(08:15),  
YX-Republic,3519,BNA,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,60,2025-11-12 14:40:00,2025-11-09 12:37:51.893,(4 02:),  
YX-Republic,3521,MSP,EWR,XE - ATC STAFFING,ERJ-175,0781,76,2025-11-09 11:39:00,2025-11-09 08:07:28.972,(03:31),  
YX-Republic,3521,MSP,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,57,2025-11-11 11:54:00,2025-11-07 14:35:28.247,(4 21:),  
YX-Republic,3521,MSP,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,70,2025-11-12 11:55:00,2025-11-09 12:38:08.801,(3 23:),  
YX-Republic,3526,ORD,IND,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-170,0000,41,2025-11-10 21:10:00,2025-11-07 14:30:00.000,(4 06:),  
YX-Republic,3526,ORD,IND,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-170,0000,51,2025-11-12 21:10:00,2025-11-09 12:34:30.729,(4 08:),  
YX-Republic,3528,EWR,IND,XE - ATC STAFFING,ERJ-175,0725,54,2025-11-08 20:30:00,2025-11-08 18:23:25.991,(02:06),  
YX-Republic,3528,EWR,IND,XE - ATC STAFFING,ERJ-175,0748,72,2025-11-09 21:26:00,2025-11-09 15:02:31.043,(06:23),  
YX-Republic,3528,EWR,IND,XE - ATC STAFFING,ERJ-175,0766,76,2025-11-10 20:30:00,2025-11-10 20:07:55.994,(00:22),  
YX-Republic,3531,EWR,SDF,XE - ATC STAFFING,ERJ-175,0769,37,2025-11-08 17:00:00,2025-11-08 13:43:40.822,(03:16),  
YX-Republic,3531,EWR,SDF,XE - ATC STAFFING,ERJ-175,0754,61,2025-11-09 17:00:00,2025-11-09 08:55:21.812,(08:04),  
YX-Republic,3532,ORF,IAD,XE - ATC STAFFING,ERJ-175,0779,69,2025-11-09 06:20:00,2025-11-08 20:37:23.092,(09:42),  
YX-Republic,3532,ORF,IAD,XE - ATC STAFFING,ERJ-175,0642,74,2025-11-10 06:20:00,2025-11-09 21:07:23.028,(09:12),  
YX-Republic,3533,ORD,GRB,XE - ATC STAFFING,ERJ-175,0785,69,2025-11-10 17:55:00,2025-11-10 13:07:12.778,(04:47),  
YX-Republic,3534,CLT,EWR,XE - ATC STAFFING,ERJ-175,0784,73,2025-11-08 11:04:00,2025-11-08 13:14:13.969,02:10,  
YX-Republic,3534,CLT,EWR,XF - EXTREME WEATHER,ERJ-175,0787,73,2025-11-10 11:13:00,2025-11-09 11:59:46.136,(23:13),  
YX-Republic,3535,LGA,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0729,64,2025-11-07 19:29:00,2025-11-06 14:45:00.000,(2 04:),  
YX-Republic,3535,LGA,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0763,63,2025-11-08 19:29:00,2025-11-06 14:51:46.042,(3 04:),  
YX-Republic,3535,LGA,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,67,2025-11-09 19:29:00,2025-11-06 17:00:57.096,(4 02:),  
YX-Republic,3535,LGA,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,60,2025-11-10 19:29:00,2025-11-07 15:28:06.916,(4 04:),  
YX-Republic,3535,LGA,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,49,2025-11-11 19:29:00,2025-11-07 15:33:19.085,(5 03:),  
YX-Republic,3536,ORD,YOW,XF - EXTREME WEATHER,ERJ-175,0756,51,2025-11-10 07:20:00,2025-11-09 10:55:32.912,(20:24),  
YX-Republic,3537,PIT,EWR,XE - ATC STAFFING,ERJ-175,0778,36,2025-11-11 07:31:00,2025-11-11 00:52:04.991,(06:38),  
YX-Republic,3538,YQB,EWR,XE - ATC STAFFING,ERJ-175,0723,35,2025-11-08 17:10:00,2025-11-08 13:35:32.993,(03:34),  
YX-Republic,3538,YQB,EWR,XE - ATC STAFFING,ERJ-175,0723,74,2025-11-09 17:10:00,2025-11-09 08:47:22.893,(08:22),  
YX-Republic,3538,YQB,EWR,XE - ATC STAFFING,ERJ-175,0755,63,2025-11-10 17:10:00,2025-11-10 15:41:04.730,(01:28),  
YX-Republic,3539,EWR,CLT,XE - ATC STAFFING,ERJ-175,0726,75,2025-11-09 11:00:00,2025-11-09 10:08:06.064,(00:51),  
YX-Republic,3540,ILM,EWR,XE - ATC STAFFING,ERJ-175,0775,65,2025-11-09 16:25:00,2025-11-09 09:18:48.046,(07:06),  
YX-Republic,3541,CHS,IAD,XE - ATC STAFFING,ERJ-175,0749,48,2025-11-08 19:45:00,2025-11-08 20:26:17.063,00:41,  
YX-Republic,3542,ORD,YUL,XF - EXTREME WEATHER,ERJ-175,0765,67,2025-11-09 17:55:00,2025-11-09 10:31:23.684,(07:23),  
YX-Republic,3542,ORD,YUL,XE - ATC STAFFING,ERJ-175,0639,70,2025-11-10 17:55:00,2025-11-10 16:49:19.912,(01:05),  
YX-Republic,3544,EWR,ROC,XE - ATC STAFFING,ERJ-175,0730,35,2025-11-08 21:44:00,2025-11-08 13:08:51.320,(08:35),  
YX-Republic,3544,EWR,ROC,XE - ATC STAFFING,ERJ-175,0771,68,2025-11-09 21:44:00,2025-11-09 08:57:12.730,(12:46),  
YX-Republic,3544,EWR,ROC,XE - ATC STAFFING,ERJ-175,0760,75,2025-11-10 21:44:00,2025-11-10 19:28:26.094,(02:15),  
YX-Republic,3545,EWR,CMH,XE - ATC STAFFING,ERJ-175,0746,63,2025-11-09 17:00:00,2025-11-09 10:31:47.899,(06:28),  
YX-Republic,3546,EWR,PIT,XE - ATC STAFFING,ERJ-175,0729,43,2025-11-08 21:53:00,2025-11-08 13:06:03.035,(08:46),  
YX-Republic,3546,EWR,PIT,XE - ATC STAFFING,ERJ-175,0721,73,2025-11-09 21:53:00,2025-11-09 08:57:50.143,(12:55),  
YX-Republic,3547,PIT,EWR,XE - ATC STAFFING,ERJ-175,0758,72,2025-11-09 12:58:00,2025-11-09 10:57:02.767,(02:00),  
YX-Republic,3547,EWR,DCA,XE - ATC STAFFING,ERJ-175,0766,69,2025-11-09 15:30:00,2025-11-09 17:35:48.112,02:05,  
YX-Republic,3549,YUL,ORD,XF - EXTREME WEATHER,ERJ-175,0765,76,2025-11-09 16:45:00,2025-11-09 11:31:18.091,(05:13),  
YX-Republic,3550,IAD,CLT,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0785,58,2025-11-07 08:15:00,2025-11-06 14:46:00.000,(17:29),  
