express partner,flight num,dep stn,arrv stn,cancel description,a/c type,nose,pbt,sch dep time (local),time cancel (local),hh:mm cnxl (before)/after sch dep time,ex sec
G7-GoJet,4611,PHL,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0559,33,2025-11-08 15:00:00,2025-11-06 15:26:54.781,(2 23:),  
G7-GoJet,4611,PHL,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0539,43,2025-11-10 15:00:00,2025-11-07 15:54:00.000,(3 23:),  
G7-GoJet,4611,PHL,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0526,33,2025-11-12 15:00:00,2025-11-09 13:51:47.976,(4 01:),  
G7-GoJet,4613,ORD,STL,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0556,39,2025-11-11 09:20:00,2025-11-07 15:07:18.190,(4 18:),  
G7-GoJet,4614,LEX,ORD,XF - EXTREME WEATHER,CRJ-550,0504,46,2025-11-09 17:45:00,2025-11-09 15:38:30.518,(02:06),  
G7-GoJet,4614,LEX,ORD,XE - ATC STAFFING,CRJ-550,0523,50,2025-11-10 17:45:00,2025-11-10 14:03:58.993,(03:41),  
G7-GoJet,4615,PIT,EWR,XE - ATC STAFFING,CRJ-550,0569,50,2025-11-08 11:35:00,2025-11-08 18:29:16.503,06:54,  
G7-GoJet,4615,PIT,EWR,XE - ATC STAFFING,CRJ-550,0537,45,2025-11-09 10:35:00,2025-11-09 10:46:39.614,00:11,  
G7-GoJet,4615,PIT,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0541,24,2025-11-10 10:32:00,2025-11-07 15:55:00.000,(3 18:),  
G7-GoJet,4616,PIT,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0537,41,2025-11-07 16:59:00,2025-11-06 14:54:00.000,(2 02:),  
G7-GoJet,4616,PIT,EWR,XE - ATC STAFFING,CRJ-550,0559,41,2025-11-08 17:06:00,2025-11-08 13:07:20.647,(03:58),  
G7-GoJet,4616,PIT,EWR,XE - ATC STAFFING,CRJ-550,0508,46,2025-11-09 16:57:00,2025-11-09 09:09:38.658,(07:47),  
G7-GoJet,4616,PIT,EWR,XE - ATC STAFFING,CRJ-550,0508,48,2025-11-10 17:00:00,2025-11-10 19:28:19.517,02:28,  
G7-GoJet,4617,PVD,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0535,42,2025-11-07 10:18:00,2025-11-06 14:46:00.000,(19:32),  
G7-GoJet,4618,GSO,EWR,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0541,48,2025-11-10 06:00:00,2025-11-09 18:34:10.718,(11:25),  
OO-Skywest,4635,GJT,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0980,50,2025-11-07 15:21:00,2025-11-06 13:36:00.000,(2 01:),  
OO-Skywest,4635,GJT,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,45,2025-11-09 15:21:00,2025-11-06 15:08:01.745,(4 00:),  
OO-Skywest,4635,GJT,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,47,2025-11-10 15:21:00,2025-11-07 14:16:00.000,(4 01:),  
OO-Skywest,4635,GJT,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,46,2025-11-11 15:21:00,2025-11-07 14:54:44.570,(5 00:),  
OO-Skywest,4635,GJT,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,47,2025-11-12 15:21:00,2025-11-09 11:52:41.679,(4 03:),  
OO-Skywest,4636,ORD,SBN,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0506,50,2025-11-09 17:50:00,2025-11-09 17:15:58.966,(00:34),  
OO-Skywest,4636,ORD,SBN,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1916,50,2025-11-10 17:50:00,2025-11-10 13:30:24.775,(04:19),  
OO-Skywest,4642,BIS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,23,2025-11-11 17:15:00,2025-11-07 15:58:44.160,(5 01:),  
OO-Skywest,4642,BIS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,28,2025-11-12 17:15:00,2025-11-09 12:50:59.987,(4 04:),  
OO-Skywest,4643,LAX,SAN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0612,43,2025-11-07 09:17:00,2025-11-06 12:20:05.392,(20:56),  
OO-Skywest,4643,LAX,SAN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,1372,46,2025-11-08 09:17:00,2025-11-06 12:45:12.733,(2 20:),  
OO-Skywest,4643,LAX,SAN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,38,2025-11-09 09:17:00,2025-11-06 14:08:16.770,(3 19:),  
OO-Skywest,4644,CRW,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0771,48,2025-11-10 17:45:00,2025-11-10 14:09:26.228,(03:35),  
OO-Skywest,4647,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0461,41,2025-11-08 13:53:00,2025-11-06 13:43:00.861,(3 00:),  
OO-Skywest,4647,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,32,2025-11-11 13:53:00,2025-11-07 14:53:27.945,(4 22:),  
OO-Skywest,4647,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,43,2025-11-12 13:53:00,2025-11-09 11:51:41.231,(4 02:),  
OO-Skywest,4650,FAT,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,60,2025-11-10 08:15:00,2025-11-07 13:23:51.513,(3 18:),  
OO-Skywest,4650,FAT,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,40,2025-11-11 08:15:00,2025-11-07 13:31:59.585,(4 18:),  
OO-Skywest,4650,FAT,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,48,2025-11-12 08:15:00,2025-11-09 10:45:06.959,(3 21:),  
OO-Skywest,4651,MLI,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,36,2025-11-11 10:50:00,2025-11-07 15:40:39.032,(4 19:),  
OO-Skywest,4651,MLI,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,45,2025-11-12 10:50:00,2025-11-09 12:49:49.530,(3 22:),  
OO-Skywest,4652,ABQ,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,42,2025-11-10 18:11:00,2025-11-07 14:06:00.000,(4 04:),  
OO-Skywest,4654,ACV,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0000,38,2025-11-10 18:45:00,2025-11-07 13:21:00.000,(4 05:),  
OO-Skywest,4654,ACV,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0000,53,2025-11-11 18:45:00,2025-11-07 13:20:10.274,(5 05:),  
OO-Skywest,4654,ACV,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0000,63,2025-11-12 18:45:00,2025-11-09 10:46:33.327,(4 07:),  
OO-Skywest,4660,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,46,2025-11-10 19:10:00,2025-11-07 14:15:00.000,(4 04:),  
OO-Skywest,4663,DEN,BIS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,39,2025-11-11 10:20:00,2025-11-07 14:56:13.023,(4 19:),  
OO-Skywest,4664,DEN,BIS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,36,2025-11-11 13:35:00,2025-11-07 14:58:44.075,(4 22:),  
OO-Skywest,4664,DEN,BIS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,47,2025-11-12 13:35:00,2025-11-09 11:50:59.984,(4 01:),  
OO-Skywest,4666,ORD,CVG,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0626,65,2025-11-09 21:30:00,2025-11-09 13:26:19.360,(08:03),  
OO-Skywest,4669,AVL,ORD,XF - EXTREME WEATHER,ERJ-175,0149,75,2025-11-10 10:50:00,2025-11-09 20:08:22.085,(14:41),  
OO-Skywest,4671,ORD,CHA,XE - ATC STAFFING,CRJ-550,0792,49,2025-11-10 10:35:00,2025-11-10 17:30:20.630,06:55,  
OO-Skywest,4672,SEA,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,64,2025-11-10 05:30:00,2025-11-07 13:28:34.492,(3 16:),  
OO-Skywest,4673,BDL,ORD,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0151,71,2025-11-09 18:10:00,2025-11-09 13:52:46.788,(04:17),  
OO-Skywest,4675,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0461,48,2025-11-07 11:35:00,2025-11-06 13:26:00.000,(22:09),  
OO-Skywest,4675,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0856,45,2025-11-08 11:35:00,2025-11-06 13:46:48.644,(2 21:),  
OO-Skywest,4675,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,42,2025-11-09 11:35:00,2025-11-06 15:09:07.253,(3 20:),  
OO-Skywest,4675,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,48,2025-11-10 11:35:00,2025-11-07 14:16:00.000,(3 21:),  
OO-Skywest,4675,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,41,2025-11-11 11:35:00,2025-11-07 14:51:52.524,(4 20:),  
OO-Skywest,4675,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,43,2025-11-12 11:35:00,2025-11-09 11:50:44.774,(3 23:),  
OO-Skywest,4679,DEN,DRO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0464,41,2025-11-07 08:15:00,2025-11-06 13:28:22.803,(18:46),  
OO-Skywest,4679,DEN,DRO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,37,2025-11-12 08:15:00,2025-11-09 11:55:25.543,(3 20:),  
OO-Skywest,4685,DLH,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0771,41,2025-11-09 15:06:00,2025-11-09 13:37:29.378,(01:28),  
OO-Skywest,4685,DLH,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0530,49,2025-11-10 15:06:00,2025-11-10 16:18:46.692,01:12,  
OO-Skywest,4689,BIL,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,51,2025-11-11 10:45:00,2025-11-07 15:00:49.111,(4 19:),  
OO-Skywest,4694,BIS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,29,2025-11-11 13:56:00,2025-11-07 15:56:13.092,(4 21:),  
OO-Skywest,4695,SFO,ACV,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0000,53,2025-11-11 20:55:00,2025-11-07 13:20:10.327,(5 07:),  
OO-Skywest,4695,SFO,ACV,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0000,51,2025-11-12 20:55:00,2025-11-09 10:46:33.379,(4 10:),  
OO-Skywest,4696,MLI,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0575,38,2025-11-09 15:55:00,2025-11-09 13:13:18.529,(02:41),  
OO-Skywest,4696,MLI,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0572,47,2025-11-10 15:55:00,2025-11-10 16:43:51.320,00:48,  
OO-Skywest,4697,CRW,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1925,47,2025-11-10 13:58:00,2025-11-10 14:20:36.241,00:22,  
OO-Skywest,4698,CAK,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1223,44,2025-11-09 17:45:00,2025-11-09 17:36:02.550,(00:08),  
OO-Skywest,4698,CAK,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0986,41,2025-11-10 17:45:00,2025-11-10 14:24:29.701,(03:20),  
OO-Skywest,4700,ORD,MDT,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0150,68,2025-11-09 13:53:00,2025-11-09 14:21:34.063,00:28,  
OO-Skywest,4704,DEN,GJT,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0876,46,2025-11-07 09:35:00,2025-11-06 13:31:00.000,(20:04),  
OO-Skywest,4704,DEN,GJT,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0900,29,2025-11-08 08:30:00,2025-11-06 13:47:53.957,(2 18:),  
OO-Skywest,4704,DEN,GJT,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,46,2025-11-09 09:35:00,2025-11-06 15:07:06.294,(3 18:),  
OO-Skywest,4704,DEN,GJT,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,47,2025-11-12 09:35:00,2025-11-09 11:52:51.672,(3 21:),  
OO-Skywest,4709,GJT,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0876,42,2025-11-07 11:21:00,2025-11-06 13:31:00.000,(21:50),  
OO-Skywest,4709,GJT,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0900,43,2025-11-08 11:00:00,2025-11-06 13:47:54.039,(2 21:),  
OO-Skywest,4709,GJT,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,47,2025-11-09 11:21:00,2025-11-06 15:07:16.425,(3 20:),  
OO-Skywest,4709,GJT,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,46,2025-11-12 11:21:00,2025-11-09 11:52:51.821,(3 23:),  
OO-Skywest,4712,ORD,ELP,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0629,67,2025-11-09 20:05:00,2025-11-09 16:45:47.346,(03:19),  
OO-Skywest,4714,FNT,ORD,XF - EXTREME WEATHER,CRJ-200,1916,46,2025-11-10 07:00:00,2025-11-09 20:18:43.982,(10:41),  
OO-Skywest,4715,SFO,ACV,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0221,50,2025-11-08 13:30:00,2025-11-06 12:40:10.732,(3 00:),  
OO-Skywest,4715,SFO,ACV,XF - EXTREME WEATHER,CRJ-200,1928,49,2025-11-11 13:30:00,2025-11-11 12:20:58.305,(01:09),  
OO-Skywest,4719,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0699,49,2025-11-07 17:05:00,2025-11-06 13:26:00.000,(2 03:),  
OO-Skywest,4719,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,41,2025-11-09 17:05:00,2025-11-06 15:06:46.239,(4 01:),  
OO-Skywest,4719,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,29,2025-11-10 17:05:00,2025-11-07 14:13:00.000,(4 02:),  
OO-Skywest,4719,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,24,2025-11-11 17:05:00,2025-11-07 14:53:43.149,(5 02:),  
OO-Skywest,4719,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,28,2025-11-12 17:05:00,2025-11-09 11:50:20.677,(4 05:),  
OO-Skywest,4725,ORD,MSN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0767,46,2025-11-07 10:35:00,2025-11-06 14:33:00.000,(20:02),  
OO-Skywest,4731,DEN,SAF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0743,46,2025-11-07 08:05:00,2025-11-06 13:30:00.000,(18:35),  
OO-Skywest,4731,DEN,SAF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0000,8,2025-11-09 08:05:00,2025-11-06 15:09:27.283,(3 16:),  
OO-Skywest,4734,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0900,46,2025-11-07 11:15:00,2025-11-06 13:27:17.364,(21:47),  
OO-Skywest,4734,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0461,41,2025-11-08 11:15:00,2025-11-06 13:43:00.816,(2 21:),  
OO-Skywest,4734,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,45,2025-11-09 11:15:00,2025-11-06 15:04:40.426,(3 20:),  
OO-Skywest,4734,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,43,2025-11-11 11:15:00,2025-11-07 14:53:22.969,(4 20:),  
OO-Skywest,4734,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,45,2025-11-12 11:15:00,2025-11-09 11:51:41.172,(3 23:),  
OO-Skywest,4740,MKE,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,68,2025-11-09 12:05:00,2025-11-06 16:03:59.090,(3 20:),  
OO-Skywest,4740,MKE,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,53,2025-11-10 12:05:00,2025-11-07 15:02:00.000,(3 21:),  
OO-Skywest,4742,ORD,GRB,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,46,2025-11-09 11:20:00,2025-11-06 16:02:13.354,(3 19:),  
OO-Skywest,4743,AMA,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0873,36,2025-11-07 17:45:00,2025-11-06 14:28:42.939,(2 03:),  
OO-Skywest,4743,AMA,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,22,2025-11-10 17:45:00,2025-11-07 15:17:00.000,(4 02:),  
OO-Skywest,4743,AMA,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,11,2025-11-11 17:45:00,2025-11-07 15:55:53.036,(5 01:),  
OO-Skywest,4743,AMA,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,48,2025-11-12 17:45:00,2025-11-09 12:53:26.911,(4 04:),  
OO-Skywest,4749,DTW,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0114,62,2025-11-07 11:00:00,2025-11-06 15:32:00.000,(19:28),  
OO-Skywest,4749,DTW,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,45,2025-11-11 11:00:00,2025-11-07 16:38:13.006,(4 18:),  
OO-Skywest,4749,DTW,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,56,2025-11-12 11:00:00,2025-11-09 13:41:25.341,(3 21:),  
OO-Skywest,4752,CAK,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0954,47,2025-11-10 13:58:00,2025-11-10 14:06:29.053,00:08,  
OO-Skywest,4754,DTW,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,27,2025-11-09 06:00:00,2025-11-06 17:04:04.099,(3 12:),  
OO-Skywest,4754,DTW,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,18,2025-11-10 06:00:00,2025-11-07 16:03:00.000,(3 13:),  
OO-Skywest,4756,LAX,ACV,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,57,2025-11-11 13:14:00,2025-11-07 13:33:03.940,(4 23:),  
OO-Skywest,4758,BIL,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0575,22,2025-11-08 17:54:00,2025-11-06 13:43:36.126,(3 04:),  
OO-Skywest,4758,BIL,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0000,52,2025-11-12 17:57:00,2025-11-09 11:52:21.424,(4 06:),  
OO-Skywest,4761,DAY,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,28,2025-11-11 11:43:00,2025-11-07 16:38:53.288,(4 19:),  
OO-Skywest,4761,DAY,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,38,2025-11-12 11:43:00,2025-11-09 13:47:38.727,(3 21:),  
OO-Skywest,4762,BUR,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0107,67,2025-11-08 10:15:00,2025-11-06 12:37:33.667,(2 21:),  
OO-Skywest,4762,BUR,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,74,2025-11-09 10:15:00,2025-11-06 14:06:00.912,(3 20:),  
OO-Skywest,4762,BUR,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,75,2025-11-10 10:15:00,2025-11-07 13:18:00.000,(3 20:),  
OO-Skywest,4762,BUR,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,67,2025-11-12 10:15:00,2025-11-09 10:40:03.806,(3 23:),  
OO-Skywest,4766,ORD,OKC,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0200,66,2025-11-09 16:45:00,2025-11-09 13:04:49.262,(03:40),  
OO-Skywest,4770,DEN,GJT,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,69,2025-11-10 15:45:00,2025-11-07 14:07:00.000,(4 01:),  
OO-Skywest,4770,DEN,GJT,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,40,2025-11-11 15:45:00,2025-11-07 15:05:56.976,(5 00:),  
OO-Skywest,4771,ICT,ORD,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0200,60,2025-11-09 13:45:00,2025-11-09 13:04:49.189,(00:40),  
OO-Skywest,4772,ORD,SYR,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0145,57,2025-11-08 13:40:00,2025-11-06 14:38:55.130,(2 23:),  
OO-Skywest,4772,ORD,SYR,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0146,73,2025-11-09 13:40:00,2025-11-09 12:51:56.273,(00:48),  
OO-Skywest,4772,ORD,SYR,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,63,2025-11-11 13:40:00,2025-11-07 15:42:33.683,(4 21:),  
OO-Skywest,4773,DEN,GEG,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,48,2025-11-12 13:39:00,2025-11-09 11:46:07.134,(4 01:),  
OO-Skywest,4776,GSO,ORD,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0629,68,2025-11-09 17:32:00,2025-11-09 17:45:23.337,00:13,  
OO-Skywest,4776,GSO,ORD,XE - ATC STAFFING,ERJ-175,0103,68,2025-11-10 17:32:00,2025-11-10 19:46:24.965,02:14,  
OO-Skywest,4783,CAE,ORD,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0103,72,2025-11-09 17:24:00,2025-11-09 15:16:43.300,(02:07),  
OO-Skywest,4784,FWA,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1223,38,2025-11-09 13:34:00,2025-11-09 14:15:44.243,00:41,  
OO-Skywest,4789,ORD,FAR,XE - ATC STAFFING,ERJ-175,1370,54,2025-11-10 19:45:00,2025-11-10 18:37:47.808,(01:07),  
OO-Skywest,4790,CHO,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0532,50,2025-11-09 14:10:00,2025-11-09 14:18:45.393,00:08,  
OO-Skywest,4791,ORD,SBN,XF - EXTREME WEATHER,CRJ-550,1751,37,2025-11-10 10:35:00,2025-11-09 17:11:36.209,(17:23),  
OO-Skywest,4793,DAY,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,1603,46,2025-11-07 14:10:00,2025-11-06 15:32:00.000,(22:38),  
OO-Skywest,4795,DEN,XWA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,31,2025-11-12 14:36:00,2025-11-09 11:55:49.808,(4 02:),  
OO-Skywest,4798,DCA,ORD,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0131,45,2025-11-07 20:10:00,2025-11-07 15:16:22.881,(04:53),  
OO-Skywest,4798,DCA,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,72,2025-11-09 20:10:00,2025-11-06 17:03:24.018,(4 03:),  
OO-Skywest,4801,DEN,ABQ,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,59,2025-11-10 15:41:00,2025-11-07 14:06:00.000,(4 01:),  
OO-Skywest,4802,SFO,SLC,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,44,2025-11-11 12:55:00,2025-11-07 13:19:29.890,(4 23:),  
OO-Skywest,4802,SFO,SLC,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,65,2025-11-12 12:55:00,2025-11-09 10:38:53.219,(4 02:),  
OO-Skywest,4804,FSD,ORD,XF - EXTREME WEATHER,ERJ-175,0117,53,2025-11-09 18:23:00,2025-11-09 17:56:16.078,(00:26),  
OO-Skywest,4805,SFO,SLC,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,60,2025-11-09 16:32:00,2025-11-06 14:08:01.684,(4 02:),  
OO-Skywest,4807,MAF,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0575,27,2025-11-08 13:55:00,2025-11-06 14:43:26.064,(2 23:),  
OO-Skywest,4808,PIA,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0914,14,2025-11-09 17:23:00,2025-11-09 17:23:20.034,00:00,  
OO-Skywest,4808,PIA,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,24,2025-11-10 17:23:00,2025-11-07 15:04:00.000,(4 02:),  
OO-Skywest,5021,ORD,SUX,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0915,46,2025-11-09 21:10:00,2025-11-09 16:22:51.538,(04:47),  
OO-Skywest,5021,ORD,SUX,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0953,50,2025-11-10 21:10:00,2025-11-10 13:40:24.551,(07:29),  
OO-Skywest,5026,ORD,JST,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1223,36,2025-11-09 21:18:00,2025-11-09 16:36:12.640,(04:41),  
OO-Skywest,5026,ORD,JST,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0914,45,2025-11-10 21:18:00,2025-11-10 13:14:53.248,(08:03),  
OO-Skywest,5027,ORD,DEC,XF - EXTREME WEATHER,CRJ-200,0961,5,2025-11-10 07:45:00,2025-11-09 19:28:59.036,(12:16),  
OO-Skywest,5029,JST,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1916,38,2025-11-09 14:23:00,2025-11-09 14:56:04.239,00:33,  
OO-Skywest,5040,LBF,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,22,2025-11-09 11:14:00,2025-11-06 16:08:41.965,(3 19:),  
OO-Skywest,5043,ORD,MCW,XF - EXTREME WEATHER,CRJ-200,0924,1,2025-11-10 07:45:00,2025-11-09 19:20:45.910,(12:24),  
OO-Skywest,5064,DEC,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0915,3,2025-11-09 19:08:00,2025-11-09 16:22:46.383,(02:45),  
OO-Skywest,5064,DEC,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0914,2,2025-11-10 19:08:00,2025-11-10 13:14:53.234,(05:53),  
