express partner,flight num,dep stn,arrv stn,date,nose,sch dep time (local),sch arrv time (local),act dep time (local),act arrv time (local)
OO-Skywest,5203,CRW,MLI,2025-11-11,0771,2025-11-11 07:00:00,2025-11-11 07:30:00,2025-11-11 20:59:00,2025-11-11 23:11:00
OO-Skywest,5203,DEC,SUX,2025-11-09,0915,2025-11-09 19:20:00,2025-11-09 21:00:00,2025-11-10 01:33:00,2025-11-10 02:50:00
OO-Skywest,5203,MSN,LNK,2025-11-10,0575,2025-11-10 12:30:00,2025-11-10 14:00:00,2025-11-10 20:53:00,2025-11-10 22:33:00
OO-Skywest,5205,JST,MKE,2025-11-09,1916,2025-11-09 17:00:00,2025-11-09 17:50:00,2025-11-09 21:10:00,2025-11-09 23:52:00
OO-Skywest,5206,ICT,MKE,2025-11-10,0785,2025-11-10 18:45:00,2025-11-10 22:38:00,2025-11-10 23:52:00,2025-11-11 02:35:00
OO-Skywest,5206,MKE,CMX,2025-11-09,0878,2025-11-09 17:30:00,2025-11-09 19:55:00,2025-11-10 00:14:00,2025-11-10 02:15:00
OO-Skywest,5206,CHO,COU,2025-11-11,0783,2025-11-11 06:00:00,2025-11-11 07:00:00,2025-11-11 16:52:00,2025-11-11 19:37:00
OO-Skywest,5207,MCI,BOI,2025-11-10,0603,2025-11-10 19:30:00,2025-11-10 21:15:00,2025-11-11 02:05:00,2025-11-11 05:28:00
OO-Skywest,5208,MKE,ORD,2025-11-08,0978,2025-11-08 10:48:00,2025-11-08 11:59:00,2025-11-08 16:26:00,2025-11-08 17:48:00
OO-Skywest,5208,CVG,GSO,2025-11-10,0149,2025-11-10 19:20:00,2025-11-10 20:30:00,2025-11-11 01:05:00,2025-11-11 02:23:00
OO-Skywest,5209,SFO,MCN,2025-11-07,0130,2025-11-07 11:00:00,2025-11-07 19:00:00,2025-11-07 19:09:00,2025-11-08 00:09:00
OO-Skywest,5209,ICT,OKC,2025-11-09,0200,2025-11-09 14:30:00,2025-11-09 15:45:00,2025-11-09 20:08:00,2025-11-09 21:10:00
OO-Skywest,5209,RIW,DEN,2025-11-10,1909,2025-11-10 13:00:00,2025-11-10 14:10:00,2025-11-10 20:53:00,2025-11-10 22:01:00
OO-Skywest,5210,SLC,BOI,2025-11-07,0779,2025-11-07 06:45:00,2025-11-07 08:00:00,2025-11-07 16:03:00,2025-11-07 17:12:00
OO-Skywest,5210,FWA,CAK,2025-11-09,1223,2025-11-09 16:00:00,2025-11-09 17:15:00,2025-11-09 20:13:00,2025-11-09 21:11:00
OO-Skywest,5210,CAK,GRB,2025-11-10,0954,2025-11-10 15:00:00,2025-11-10 15:30:00,2025-11-10 19:56:00,2025-11-10 21:38:00
OO-Skywest,5230,SBN,CHA,2025-11-10,0218,2025-11-10 21:30:00,2025-11-10 23:00:00,2025-11-11 02:27:00,2025-11-11 04:37:00
OO-Skywest,5264,BUF,FAR,2025-11-10,1370,2025-11-10 20:00:00,2025-11-10 21:30:00,2025-11-11 02:03:00,2025-11-11 05:17:00
OO-Skywest,6939,ORD,MWA,2025-11-12,1913,2025-11-12 07:45:00,2025-11-12 09:15:00,2025-11-12 13:35:00,2025-11-12 14:45:00
OO-Skywest,6939,SBN,ORD,2025-11-07,0530,2025-11-07 08:45:00,2025-11-07 08:30:00,2025-11-07 14:23:00,2025-11-07 15:54:00
OO-Skywest,6939,RAP,DEN,2025-11-08,0876,2025-11-08 07:00:00,2025-11-08 08:23:00,2025-11-08 13:52:00,2025-11-08 15:49:00
OO-Skywest,6940,MWA,ORD,2025-11-12,1913,2025-11-12 12:00:00,2025-11-12 13:30:00,2025-11-12 17:36:00,2025-11-12 19:19:00
OO-Skywest,6940,COD,SLC,2025-11-11,0969,2025-11-11 13:30:00,2025-11-11 14:45:00,2025-11-11 20:49:00,2025-11-11 22:36:00
OO-Skywest,6941,FAR,ORD,2025-11-12,0531,2025-11-12 11:00:00,2025-11-12 13:12:00,2025-11-12 17:31:00,2025-11-12 19:22:00
OO-Skywest,6942,SBN,GSP,2025-11-10,0783,2025-11-10 10:00:00,2025-11-10 11:30:00,2025-11-10 15:49:00,2025-11-10 18:45:00
OO-Skywest,6943,LNK,DAY,2025-11-10,0575,2025-11-10 07:45:00,2025-11-10 10:45:00,2025-11-10 23:01:00,2025-11-11 01:03:00
OO-Skywest,6944,HSV,FAR,2025-11-09,1751,2025-11-09 14:30:00,2025-11-09 17:00:00,2025-11-09 21:31:00,2025-11-10 01:07:00
OO-Skywest,6944,FNT,SBN,2025-11-10,1916,2025-11-10 09:30:00,2025-11-10 10:30:00,2025-11-10 14:54:00,2025-11-10 16:03:00
OO-Skywest,6945,FWA,MCW,2025-11-10,0924,2025-11-10 08:30:00,2025-11-10 09:00:00,2025-11-10 14:05:00,2025-11-10 16:28:00
OO-Skywest,6945,ORD,FOD,2025-11-11,0487,2025-11-11 16:30:00,2025-11-11 18:00:00,2025-11-11 23:02:00,2025-11-12 00:35:00
OO-Skywest,6946,EAU,DEC,2025-11-10,1905,2025-11-10 07:00:00,2025-11-10 08:15:00,2025-11-10 12:51:00,2025-11-10 14:33:00
OO-Skywest,6946,FOD,ORD,2025-11-12,0914,2025-11-12 10:15:00,2025-11-12 11:45:00,2025-11-12 15:26:00,2025-11-12 17:35:00
OO-Skywest,6947,LEX,RAP,2025-11-10,1368,2025-11-10 09:30:00,2025-11-10 10:00:00,2025-11-10 14:20:00,2025-11-10 17:19:00
OO-Skywest,6948,FOD,JST,2025-11-10,0914,2025-11-10 14:30:00,2025-11-10 17:45:00,2025-11-10 20:12:00,2025-11-10 22:38:00
OO-Skywest,6949,TUS,IAH,2025-11-12,1207,2025-11-12 12:00:00,2025-11-12 15:30:00,2025-11-12 19:44:00,2025-11-12 23:07:00
OO-Skywest,6950,ORD,GNV,2025-11-07,0791,2025-11-07 09:00:00,2025-11-07 12:40:00,2025-11-07 15:13:00,2025-11-07 17:42:00
OO-Skywest,6950,DEN,SLC,2025-11-10,1377,2025-11-10 05:45:00,2025-11-10 07:20:00,2025-11-10 14:35:00,2025-11-10 16:00:00
OO-Skywest,6950,SLN,ORD,2025-11-11,0571,2025-11-11 00:30:00,2025-11-11 02:00:00,2025-11-11 06:25:00,2025-11-11 08:58:00
OO-Skywest,6950,ICT,SBN,2025-11-09,0783,2025-11-09 19:03:00,2025-11-09 21:47:00,2025-11-10 01:16:00,2025-11-10 03:33:00
OO-Skywest,6951,GNV,ORD,2025-11-07,0773,2025-11-07 14:45:00,2025-11-07 16:30:00,2025-11-07 19:40:00,2025-11-07 22:14:00
OO-Skywest,6951,IAH,LIT,2025-11-10,0967,2025-11-10 12:00:00,2025-11-10 13:30:00,2025-11-10 18:25:00,2025-11-10 20:01:00
OO-Skywest,6952,DEN,DRO,2025-11-11,1909,2025-11-11 13:05:00,2025-11-11 14:35:00,2025-11-11 20:15:00,2025-11-11 21:41:00
OO-Skywest,6953,MLI,MKE,2025-11-10,0953,2025-11-10 14:30:00,2025-11-10 15:30:00,2025-11-10 20:29:00,2025-11-10 21:27:00
OO-Skywest,6954,SBN,MGW,2025-11-10,0961,2025-11-10 16:30:00,2025-11-10 18:00:00,2025-11-10 21:38:00,2025-11-10 23:28:00
OO-Skywest,6954,ORD,FAR,2025-11-11,0986,2025-11-11 07:00:00,2025-11-11 08:35:00,2025-11-11 12:55:00,2025-11-11 15:25:00
OO-Skywest,6955,AVP,TYS,2025-11-10,0982,2025-11-10 16:55:00,2025-11-10 17:40:00,2025-11-10 21:02:00,2025-11-10 23:24:00
OO-Skywest,6956,DEN,LNK,2025-11-10,0487,2025-11-10 07:45:00,2025-11-10 10:02:00,2025-11-10 14:37:00,2025-11-10 16:15:00
OO-Skywest,6957,FNT,SBN,2025-11-10,1916,2025-11-10 16:40:00,2025-11-10 17:40:00,2025-11-10 21:15:00,2025-11-10 22:11:00
OO-Skywest,6958,FSD,BUF,2025-11-09,0117,2025-11-09 20:00:00,2025-11-09 23:40:00,2025-11-10 02:51:00,2025-11-10 05:43:00
OO-Skywest,6958,DLH,CHO,2025-11-10,0530,2025-11-10 18:30:00,2025-11-10 22:00:00,2025-11-11 00:49:00,2025-11-11 03:23:00
OO-Skywest,6959,GSO,ELP,2025-11-09,0629,2025-11-09 18:00:00,2025-11-09 19:55:00,2025-11-10 00:17:00,2025-11-10 04:54:00
OO-Skywest,6959,MKE,SUX,2025-11-10,0953,2025-11-10 17:50:00,2025-11-10 19:30:00,2025-11-11 00:20:00,2025-11-11 01:45:00
OO-Skywest,6960,CAE,OKC,2025-11-09,0103,2025-11-09 17:30:00,2025-11-09 19:05:00,2025-11-09 22:15:00,2025-11-10 01:15:00
OO-Skywest,6960,MGW,ORD,2025-11-08,0915,2025-11-09 01:01:00,2025-11-09 02:01:00,2025-11-09 05:41:00,2025-11-09 07:28:00
OO-Skywest,6960,DEN,CKB,2025-11-10,0496,2025-11-10 11:30:00,2025-11-10 17:00:00,2025-11-10 18:19:00,2025-11-10 21:49:00
OO-Skywest,6961,MKE,ORD,2025-11-11,0785,2025-11-11 13:00:00,2025-11-11 13:50:00,2025-11-11 18:55:00,2025-11-11 19:51:00
OO-Skywest,6961,MLI,JLN,2025-11-10,0963,2025-11-10 17:30:00,2025-11-10 20:00:00,2025-11-10 23:15:00,2025-11-11 00:28:00
OO-Skywest,6962,MLI,MKE,2025-11-10,0572,2025-11-10 20:05:00,2025-11-10 21:05:00,2025-11-11 05:39:00,2025-11-11 06:54:00
OO-Skywest,6962,LNK,CAK,2025-11-09,0762,2025-11-09 16:30:00,2025-11-09 19:45:00,2025-11-09 22:46:00,2025-11-10 01:17:00
OO-Skywest,6962,ORD,SBN,2025-11-11,0762,2025-11-11 06:40:00,2025-11-11 08:35:00,2025-11-11 12:21:00,2025-11-11 14:23:00
OO-Skywest,6963,DLH,CHO,2025-11-09,0771,2025-11-09 15:30:00,2025-11-09 19:00:00,2025-11-09 21:36:00,2025-11-10 00:37:00
OO-Skywest,6963,GRB,ORD,2025-11-11,0954,2025-11-11 10:00:00,2025-11-11 11:25:00,2025-11-11 16:06:00,2025-11-11 17:22:00
OO-Skywest,6964,SLC,CVG,2025-11-09,0626,2025-11-09 16:00:00,2025-11-09 21:00:00,2025-11-09 22:58:00,2025-11-10 02:24:00
OO-Skywest,6964,COU,FWA,2025-11-10,0910,2025-11-10 16:45:00,2025-11-10 19:45:00,2025-11-10 22:45:00,2025-11-11 02:49:00
OO-Skywest,6964,GNV,ORD,2025-11-11,0791,2025-11-11 19:30:00,2025-11-11 21:20:00,2025-11-12 00:58:00,2025-11-12 03:44:00
OO-Skywest,6965,AMA,RAP,2025-11-07,0962,2025-11-07 14:30:00,2025-11-07 15:30:00,2025-11-07 23:20:00,2025-11-08 01:55:00
OO-Skywest,6965,CMX,MCW,2025-11-09,1920,2025-11-09 16:00:00,2025-11-09 16:30:00,2025-11-09 20:56:00,2025-11-09 22:27:00
OO-Skywest,6965,ORD,GNV,2025-11-11,0785,2025-11-11 15:15:00,2025-11-11 18:55:00,2025-11-11 21:59:00,2025-11-12 00:30:00
OO-Skywest,6965,DEN,COS,2025-11-12,0103,2025-11-12 07:45:00,2025-11-12 08:30:00,2025-11-12 14:49:00,2025-11-12 15:50:00
OO-Skywest,6965,DEN,FAR,2025-11-10,0206,2025-11-10 07:30:00,2025-11-10 10:10:00,2025-11-10 14:34:00,2025-11-10 16:41:00
OO-Skywest,6966,DEN,ACT,2025-11-08,0980,2025-11-08 18:30:00,2025-11-08 21:30:00,2025-11-09 01:45:00,2025-11-09 04:15:00
OO-Skywest,6967,ORD,FSD,2025-11-07,0917,2025-11-07 20:20:00,2025-11-07 21:30:00,2025-11-08 02:51:00,2025-11-08 04:31:00
OO-Skywest,6967,PVU,DEN,2025-11-09,0980,2025-11-09 01:15:00,2025-11-09 02:30:00,2025-11-09 11:41:00,2025-11-09 13:02:00
OO-Skywest,6968,ORD,LAN,2025-11-08,1905,2025-11-08 17:30:00,2025-11-08 19:10:00,2025-11-09 00:05:00,2025-11-09 01:12:00
OO-Skywest,6969,LAS,DEN,2025-11-08,0916,2025-11-08 07:24:00,2025-11-08 10:20:00,2025-11-08 15:32:00,2025-11-08 17:35:00
OO-Skywest,6969,DEN,LAS,2025-11-09,0218,2025-11-09 15:30:00,2025-11-09 16:00:00,2025-11-09 23:52:00,2025-11-10 01:53:00
OO-Skywest,6970,SCE,ORD,2025-11-08,1905,2025-11-08 22:15:00,2025-11-08 22:45:00,2025-11-09 03:58:00,2025-11-09 06:11:00
