timeperiod,short_dlys,long_dlys,total_dprt_dlys,fo_dlys,if_dlys,fx_dlys,fr_fy_dlys,fd_n_q_s_dlys,ix_r_s_dlys,il_im_dlys,ib_d_e_g_p_z_dlys,to_dlys,sked,short_dly_rate,long_dly_rate,total_dprt_dly_rate,fo_dly_rate,if_dly_rate
L7D,1064,2477,3541,355,162,136,73,79,58,54,50,467,11899,8.94192789310026,20.816875367677955,29.758803260778215,2.983443986889654,1.361458946129926
