carrier,report_year,report_month,ml_ex_ind,scheduled_flights,cnxl_flt_mtd,dep0_cnt,new_dep0_cnt,arr0_cnt,arr14_cnt,star_sch_flt_count,star_d00_count,controllable_cancels
UA,2025,11,Express,13902,181,10138,10539,8948,11074,647,554,1
