carrier,report_year,report_month,ml_ex_ind,scheduled_flights,cnxl_flt_mtd,dep0_cnt,new_dep0_cnt,arr0_cnt,arr0_cnt,star_sch_flt_count,star_d00_count,controllable_cancels,scheduled_flights_yest,cnxl_flt_yest,dep0_cnt_yest,new_dep0_cnt_yest,arr0_cnt_yest,arr0_cnt_yest,star_sch_flt_count_yest,star_d00_count_yest,controllable_cancels_yest,scheduled_flights_dateminus2,completed_flights_dateminus2,dep0_cnt_dateminus2,new_dep0_cnt_dateminus2,arr0_cnt_dateminus2,arr0_cnt_dateminus2,dep_cnt,arr_cnt,dep_cnt_yest,arr_cnt_yest
UA,2025,10,Express,57304,0,43334,45038,38170,47046,9244,8202,0,0,0,0,0,0,0,0,0,0,1969,1969,1622,1660,1416,1416,57304,57302,0,0
