carrier,report_year,report_month,ml_ex_ind,scheduled_flights,cnxl_flt,dep0_cnt,new_dep0_cnt,arr0_cnt,arr14_cnt,star_sch_flt_count,star_d00_count,controllable_cancels
UA,2019,11,Express,82782,1789,60156,60557,55299,65688,13712,11767,173
