time_stamp,city,station,carrier,ml_ex_ind,sched_flt_now,cnxl_flt_now,a0_flt_now,a14_flt_now,d0_flt_now_o,d0_flt_now,sched_flt_mtd,cnxl_flt_mtd,a0_flt_mtd,a14_flt_mtd,d0_flt_mtd_o,d0_flt_mtd,sched_flt_ytd,comp_flt_ytd,a0_flt_ytd,a14_flt_ytd,d0_flt_ytd_o,d0_flt_ytd,in_sched_flt_now,in_sched_flt_mtd,in_sched_flt_ytd
2025-10-31 06:40:06.791486+00:00,Line Dom,BUF,UA,Express,0,0,0,0,0,0,203,0,132,162,142,142,2090,2033,1269,1563,1392,1392,0,204,2092
2025-10-31 06:40:06.791486+00:00,Line Dom,DLH,UA,Express,0,0,0,0,0,0,109,0,62,79,84,84,941,929,508,646,621,621,0,108,941
2025-10-31 06:40:06.791486+00:00,Line Int,NAS,UA,Express,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10,15,17,17,0,0,20
2025-10-31 06:40:06.791486+00:00,Line Dom,MSN,UA,Express,0,0,0,0,0,0,129,0,75,100,94,94,1914,1898,1247,1478,1398,1398,0,129,1909
2025-10-31 06:40:06.791486+00:00,Line Dom,RDD,UA,Express,0,0,0,0,0,0,34,0,18,25,28,28,1178,1172,779,976,926,926,0,35,1178
2025-10-31 06:40:06.791486+00:00,Line Dom,LAF,UA,Express,0,0,0,0,0,0,45,0,19,26,28,28,134,134,69,90,98,98,0,45,135
2025-10-31 06:40:06.791486+00:00,Line Dom,ONT,UA,Express,0,0,0,0,0,0,3,0,3,3,2,2,317,310,220,266,244,244,0,3,316
2025-10-31 06:40:06.791486+00:00,Line Dom,GSP,UA,Express,0,0,0,0,0,0,297,0,176,231,243,243,2805,2755,1685,2078,2077,2077,0,297,2812
2025-10-31 06:40:06.791486+00:00,Line Dom,ITH,UA,Express,0,0,0,0,0,0,83,0,56,66,71,71,623,605,339,420,472,472,0,83,623
2025-10-31 06:40:06.791486+00:00,Line Dom,EAR,UA,Express,0,0,0,0,0,0,49,0,41,43,39,39,517,512,326,392,394,394,0,49,517
2025-10-31 06:40:06.791486+00:00,Line Dom,SBP,UA,Express,0,0,0,0,0,0,196,0,99,143,131,131,1825,1817,1207,1473,1336,1337,0,197,1826
2025-10-31 06:40:06.791486+00:00,Line Dom,CIU,UA,Express,0,0,0,0,0,0,0,0,0,0,0,0,137,135,80,97,84,84,0,0,137
2025-10-31 06:40:06.791486+00:00,Line Dom,OMA,UA,Express,0,0,0,0,0,0,82,0,64,72,72,72,1005,994,661,810,780,781,0,83,1006
2025-10-31 06:40:06.791486+00:00,Line Dom,CHS,UA,Express,0,0,0,0,0,0,141,0,102,121,110,110,1742,1677,1138,1368,1270,1270,0,141,1740
2025-10-31 06:40:06.791486+00:00,Line Int,PXM,UA,Express,0,0,0,0,0,0,5,0,3,4,3,3,31,31,18,25,14,14,0,5,31
2025-10-31 06:40:06.791486+00:00,Line Dom,BGR,UA,Express,0,0,0,0,0,0,148,0,79,101,113,113,868,843,519,639,635,635,0,147,865
2025-10-31 06:40:06.791486+00:00,Line Dom,DSM,UA,Express,0,0,0,0,0,0,142,0,120,134,129,129,1594,1572,1132,1327,1302,1302,0,142,1593
2025-10-31 06:40:06.791486+00:00,Line Dom,BFL,UA,Express,0,0,0,0,0,0,116,0,48,92,92,93,1183,1183,648,902,951,953,0,116,1183
2025-10-31 06:40:06.791486+00:00,Line Dom,CAK,UA,Express,0,0,0,0,0,0,112,0,69,92,92,92,1096,1081,625,794,810,810,0,112,1097
2025-10-31 06:40:06.791486+00:00,Line Dom,CYS,UA,Express,0,0,0,0,0,0,58,0,38,47,51,51,610,602,340,421,451,451,0,58,610
2025-10-31 06:40:06.791486+00:00,Line Dom,SBN,UA,Express,0,0,0,0,0,0,249,0,141,193,183,183,2179,2150,1142,1504,1489,1489,0,249,2179
2025-10-31 06:40:06.791486+00:00,Line Dom,MSP,UA,Express,0,0,0,0,0,0,124,0,100,112,106,106,1690,1670,1197,1411,1308,1308,0,124,1692
2025-10-31 06:40:06.791486+00:00,Line Dom,MKE,UA,Express,0,0,0,0,0,0,423,0,262,333,302,302,3928,3857,2297,2868,2634,2634,0,421,3928
2025-10-31 06:40:06.791486+00:00,Line Dom,GUC,UA,Express,0,0,0,0,0,0,83,0,59,72,69,69,954,949,623,758,678,678,0,83,954
2025-10-31 06:40:06.791486+00:00,Line Dom,EUG,UA,Express,0,0,0,0,0,0,25,0,18,24,19,19,385,380,289,339,254,254,0,25,384
2025-10-31 06:40:06.791486+00:00,Line Dom,SAF,UA,Express,0,0,0,0,0,0,114,0,78,101,91,91,1170,1166,747,907,862,862,0,114,1170
