express partner,flight num,original segment,dep stn,divert stn,act arrv stn,divert description,a/c type,nose,sch arrv time (local),divert time (divert sta local),act arrv time (local),arrv diff mins,status,divert recovered
OO-Skywest,4644,CRW- ORD,CRW ,SBN ,ORD ,ZN - IRREGULAR OPERATIONS,CRJ-550,0530,2025-11-03 18:41:00,19:58,22:32,231  ,AT GATE IN ORD,Yes
