carrier,report_year,report_month,ml_ex_ind,scheduled_flights,cnxl_flt_mtd,dep0_cnt,new_dep0_cnt,arr0_cnt,arr0_cnt,star_sch_flt_count,star_d00_count,controllable_cancels,scheduled_flights_yest,cnxl_flt_yest,dep0_cnt_yest,new_dep0_cnt_yest,arr0_cnt_yest,arr0_cnt_yest,star_sch_flt_count_yest,star_d00_count_yest,controllable_cancels_yest,scheduled_flights_dateminus2,completed_flights_dateminus2,dep0_cnt_dateminus2,new_dep0_cnt_dateminus2,arr0_cnt_dateminus2,arr0_cnt_dateminus2,dep_cnt,arr_cnt,dep_cnt_yest,arr_cnt_yest
UA,2025,11,Express,3906,74,2771,2896,2524,3116,647,554,1,0,0,0,0,0,0,0,0,0,2054,1980,1374,1441,1268,1268,3906,3905,0,0
