express partner,flight num,dep stn,arrv stn,cancel description,nose,pbt,sch dep time (local),time cancel (local),hh:mm cnxl (before)/after sch dep time,ex sec
YX-Republic,3528,STL ,EWR ,XA - ATC GROUND DELAY PROGRAM,0742,75,2025-10-31 07:00:00,2025-10-30 20:22:31.056,(10:37),
